time,displacement,force
2.700000000000000178e-01,2.458622629849417304e-02,3.646743687779168686e-01
2.800000000000000266e-01,5.707107346237803164e-02,7.602684861950167461e-01
2.899999999999999800e-01,6.630715948390274866e-03,1.962964133405074474e+00
2.999999999999999889e-01,8.925961219615505260e-02,-1.725008349848130562e+00
3.099999999999999978e-01,-8.840240430750434530e-03,-2.177834249449464299e-01
3.200000000000000067e-01,6.944278305442544430e-03,1.845309451579689952e+00
3.300000000000000155e-01,2.923331772149759256e-02,9.006710107179408675e-01
3.400000000000000244e-01,-1.033659005467242875e-01,-1.516556323284823593e+00
3.500000000000000333e-01,8.578877895394035336e-02,-1.715268722705470372e+00
3.599999999999999867e-01,1.297317744350274527e-01,-2.628975965486709754e+00
3.699999999999999956e-01,6.379982401146420956e-02,8.201919017486544172e-01
3.800000000000000044e-01,3.461740210066098500e-02,2.452168187987798564e+00
3.900000000000000133e-01,9.452194500527644205e-02,-2.195101064043263772e+00
4.000000000000000222e-01,5.780657023279009432e-02,-1.260384950915655944e+00
4.100000000000000311e-01,8.366373670723195599e-03,-3.239167008872910980e+00
4.199999999999999845e-01,4.087371476015232846e-02,2.435220996663936877e+00
4.299999999999999933e-01,2.147245000078638888e-02,-1.716578062418635087e+00
4.400000000000000022e-01,1.236457269046713631e-01,-3.989483101788942498e+00
4.500000000000000111e-01,4.148571790648979130e-02,1.403939751435979932e+00
4.600000000000000200e-01,-1.620600484746009817e-02,3.186731885159788114e+00
4.700000000000000289e-01,9.804130096539123707e-02,-2.386845632747013113e+00
4.799999999999999822e-01,-4.792168990444385657e-02,-2.289943561863387433e+00
4.899999999999999911e-01,5.661249895728533849e-02,-3.759160515750049059e-01
5.000000000000000000e-01,9.934309301837745965e-02,6.525520027543165735e-01
5.100000000000000089e-01,-2.128847514643489314e-02,7.833551726395875381e-01
5.200000000000000178e-01,3.623534330806920528e-02,-1.122798527185121298e+00
5.300000000000000266e-01,3.647697465336843803e-03,4.006539175447576540e+00
5.400000000000000355e-01,9.313092716910874314e-02,-9.921348233936783112e-01
5.500000000000000444e-01,6.403961746591169124e-02,-2.612658875981810791e+00
5.600000000000000533e-01,1.071607335452667287e-01,8.617174712056562269e-01
5.700000000000000622e-01,7.727256839376467346e-02,-2.087676280012114916e+00
5.799999999999999600e-01,3.772788090930921656e-02,-2.439774757647843906e+00
5.899999999999999689e-01,1.128945592908568024e-02,7.507988464781428783e-01
5.999999999999999778e-01,7.888090077158702029e-02,9.595678452769947908e-01
6.099999999999999867e-01,6.729887245977514421e-02,2.061512070132084595e+00
6.199999999999999956e-01,4.991183471263106741e-02,2.769139198566127336e-01
6.300000000000000044e-01,1.168243932826319997e-01,2.422587682521392782e+00
6.400000000000000133e-01,6.699201579356053871e-02,3.040950979919718300e+00
6.500000000000000222e-01,3.361050513592854505e-02,-2.821387363636304269e+00
6.600000000000000311e-01,4.879644693210703765e-02,8.987299415980632977e-01
6.700000000000000400e-01,1.022916848870098344e-01,-3.780472265356094486e+00
6.800000000000000488e-01,4.444395192173807019e-02,-4.509264886129087935e-01
6.900000000000000577e-01,8.118176437077606611e-02,1.363342472936513783e+00
7.000000000000000666e-01,7.378484118955525028e-02,1.898886215311066161e+00
7.099999999999999645e-01,1.317405016866156631e-01,3.196286644484850115e+00
7.199999999999999734e-01,1.167394050337316608e-01,1.281382242082854894e+00
7.299999999999999822e-01,8.281173804873286082e-02,-2.899210199164183432e+00
7.399999999999999911e-01,1.071049153001259469e-01,2.797590773149083998e-01
7.500000000000000000e-01,4.546888019733812819e-02,-8.362300581607353678e-01
7.600000000000000089e-01,1.255934411629290870e-01,-6.915030642402023586e-01
7.700000000000000178e-01,1.473718507088062624e-01,1.623821668542653196e+00
7.800000000000000266e-01,7.256801692884003174e-02,-3.226408853978647517e+00
7.900000000000000355e-01,3.710212836012792559e-02,-3.928357627784275219e-01
8.000000000000000444e-01,7.701510734957385529e-02,3.706099077113124807e+00
8.100000000000000533e-01,1.188917004326264515e-01,1.802853644625958818e-01
8.200000000000000622e-01,4.626052824670018326e-03,-3.225459211158877793e+00
8.300000000000000711e-01,8.594722461596789043e-02,2.214954515040467031e-01
8.399999999999999689e-01,7.951459208885598706e-02,-2.624225765444768044e+00
8.499999999999999778e-01,1.646517745268638033e-01,1.886376176622384104e+00
8.599999999999999867e-01,-4.102343361079184569e-02,-2.381714463160422846e-01
8.699999999999999956e-01,-2.061499534411136147e-02,-1.102088606110105173e+00
8.800000000000000044e-01,6.543208686722415401e-02,-1.372537090798749748e+00
8.900000000000000133e-01,1.256197022909285310e-01,-1.155848915861649395e+00
9.000000000000000222e-01,4.937450521385703534e-02,5.172922295387361036e-01
9.100000000000000311e-01,1.209343075829774905e-01,-9.362245917641968118e-01
9.200000000000000400e-01,4.365624649106698146e-02,4.971112986963275859e-01
9.300000000000000488e-01,9.830820525240210883e-02,-1.228525150763766005e+00
9.400000000000000577e-01,1.923261749108085283e-01,3.195875996096501304e+00
9.500000000000000666e-01,8.167399651918252901e-02,-1.527832397679393495e+00
9.599999999999999645e-01,1.291891836374866043e-01,-2.678702230581052390e+00
9.699999999999999734e-01,-9.842151001484375494e-03,3.352890135865137511e-01
9.799999999999999822e-01,8.699347238758142753e-02,1.485041774558755856e+00
9.899999999999999911e-01,8.585979490048725737e-02,-1.319293173025131161e+00
1.000000000000000000e+00,5.928391491700690796e-02,1.260912016686159820e-01
1.010000000000000009e+00,9.530156330465697212e-02,1.376250146500792360e+00
1.020000000000000018e+00,9.898801330889112071e-02,-8.651661086627968622e-01
1.030000000000000027e+00,5.913130883699081047e-02,2.801044199106329513e-01
1.040000000000000036e+00,5.104487193175744758e-02,-1.739490465286128718e+00
1.050000000000000044e+00,2.192743212119059593e-02,-1.520027585645495005e+00
1.060000000000000053e+00,1.523773243672768007e-01,-8.299565867196951885e-01
1.070000000000000062e+00,1.859673674099613927e-01,1.235550445025763056e+00
1.080000000000000071e+00,2.027553424374392566e-01,7.476782859685006111e-01
1.090000000000000080e+00,1.792189898163609463e-01,8.850208964177262994e-01
1.100000000000000089e+00,7.332310422877413858e-02,-2.319772856299159969e+00
1.110000000000000098e+00,7.534783329829915222e-02,-3.088193139192494385e+00
1.120000000000000107e+00,1.339421128789006765e-01,5.617147219217866194e-01
1.130000000000000115e+00,1.544629187637726331e-01,9.617351187650561295e-01
1.140000000000000124e+00,1.713887150985198005e-01,4.764494638411594374e-01
1.150000000000000133e+00,1.596549568539562813e-01,8.175250342164362971e-01
1.159999999999999920e+00,1.846577653606155389e-01,2.862679374524899623e-01
1.169999999999999929e+00,1.381776942344861980e-01,-9.660465378332081521e-01
1.179999999999999938e+00,9.330234059893573184e-02,-1.992724061821862236e+00
1.189999999999999947e+00,1.160184022632395062e-01,2.539907361907226324e+00
1.199999999999999956e+00,1.000378350977935288e-01,-7.902858756638704296e-01
1.209999999999999964e+00,1.105041973966963686e-01,3.901499003753994277e-01
1.219999999999999973e+00,1.351840783228904497e-01,2.822645642876691063e+00
1.229999999999999982e+00,1.021823760491812061e-01,2.078350618715737230e+00
1.239999999999999991e+00,9.566110115758183485e-02,-1.085116076460215906e+00
1.250000000000000000e+00,9.662812921594451931e-02,8.271151355268566152e-02
1.260000000000000009e+00,8.825177062414310547e-02,-2.158431557180513494e+00
1.270000000000000018e+00,6.034529597486032459e-02,2.600902499115765210e+00
1.280000000000000027e+00,1.211905008431143210e-01,-5.360677137755149452e-02
1.290000000000000036e+00,1.391507939909955860e-01,1.994338711653416585e+00
1.300000000000000044e+00,1.252672507148085146e-01,2.453244291763468699e+00
1.310000000000000053e+00,8.172441917755671192e-02,1.004854452395601783e+00
1.320000000000000062e+00,1.813540087784843713e-01,-9.056003601570508654e-02
1.330000000000000071e+00,6.285574325397957907e-02,-3.238748773585509610e+00
1.340000000000000080e+00,1.979005280143273926e-01,-2.259018936152386914e+00
1.350000000000000089e+00,1.105168580399529116e-01,-2.840776507979020149e+00
1.360000000000000098e+00,1.390892214420382800e-01,-1.010462352022553523e+00
1.370000000000000107e+00,1.555197654683480035e-01,3.699711518263932408e+00
1.380000000000000115e+00,1.057029081102986989e-01,-2.660854288012804436e-01
1.390000000000000124e+00,1.406581419137466482e-01,1.208336482977926174e+00
1.400000000000000133e+00,1.248605139157586558e-01,-8.681545677025809260e-02
1.409999999999999920e+00,1.770202563765280457e-01,3.306035750067629397e+00
1.419999999999999929e+00,8.039019719647802487e-02,-1.873309521821639123e+00
1.429999999999999938e+00,1.685936121892748774e-01,6.046013098883491477e-01
1.439999999999999947e+00,5.019292322906283854e-02,9.058992920327790799e-02
1.449999999999999956e+00,1.390022309164056502e-01,1.611367666457238501e+00
1.459999999999999964e+00,1.371767637170113185e-01,-2.998312304132460526e-01
1.469999999999999973e+00,1.560890694506160969e-01,7.980479128093116437e-01
1.479999999999999982e+00,1.161663007577812962e-01,-2.335043688713099197e+00
1.489999999999999991e+00,8.761487249278578082e-02,9.689117524337654830e-01
1.500000000000000000e+00,1.311887560000569442e-01,1.709597345255844614e+00
1.510000000000000009e+00,1.364431607027120352e-01,-6.483613401232459772e-01
1.520000000000000018e+00,1.440235312383915112e-01,-4.448444772392749491e-01
1.530000000000000027e+00,1.301471514266932528e-01,-2.106410137197250454e-01
1.540000000000000036e+00,1.837802829787213987e-01,1.575787728938735199e+00
1.550000000000000044e+00,1.505212033577777442e-01,2.629359398639709688e+00
1.560000000000000053e+00,1.967909888146883168e-01,2.017008842829834059e+00
1.570000000000000062e+00,1.673764050123088543e-01,-1.509132185394234660e-01
1.580000000000000071e+00,1.081395320421665585e-01,6.653209810932045679e-04
1.590000000000000080e+00,1.549000603143077803e-01,7.820089717215406022e-01
1.600000000000000089e+00,1.294664243461185194e-01,2.950089472248686118e+00
1.610000000000000098e+00,8.643673146626763837e-02,3.249679584016106348e-01
1.620000000000000107e+00,1.604315012930574713e-01,2.000814926261702098e+00
1.630000000000000115e+00,1.058641807526762568e-01,2.992622980348013106e-01
1.640000000000000124e+00,1.238684851242567719e-01,9.050284617140621490e-01
1.650000000000000133e+00,2.423908277746594508e-01,4.547887844720546191e-01
1.660000000000000142e+00,1.829278229087921426e-01,2.952076460331285457e+00
1.669999999999999929e+00,1.408792870454736446e-01,3.443516869412274417e+00
1.679999999999999938e+00,1.239176796237210082e-01,-4.389222909234501424e-01
1.689999999999999947e+00,1.200758851074371913e-01,2.110556074440518515e+00
1.699999999999999956e+00,1.286971539438894752e-01,-1.343669910151396696e+00
1.709999999999999964e+00,1.859370181806282163e-01,-1.250327873767294928e+00
1.719999999999999973e+00,1.961493754764600250e-01,-1.334135362281455350e+00
1.729999999999999982e+00,2.751024178452609048e-01,2.112205251650621562e+00
1.739999999999999991e+00,9.593499025897955779e-02,6.137269267589064992e-01
1.750000000000000000e+00,1.385755901607204910e-01,4.094641768942125282e+00
1.760000000000000009e+00,1.195769133209492324e-01,6.531008436517916627e-01
1.770000000000000018e+00,2.169193472341212070e-01,2.260882708051882961e+00
1.780000000000000027e+00,1.541845389983602654e-01,8.304442193119726534e-01
1.790000000000000036e+00,1.175284725204842340e-01,-1.791923532193605784e+00
1.800000000000000044e+00,1.170607064239819611e-01,8.663270717599561577e-01
1.810000000000000053e+00,1.292330257070662680e-01,-2.227543836076411113e-02
1.820000000000000062e+00,2.249711497933912507e-01,8.367888101738520934e-01
1.830000000000000071e+00,1.649549589955491835e-01,-1.017253730114048516e+00
1.840000000000000080e+00,2.488126362446390627e-01,-5.902948833583101518e-01
1.850000000000000089e+00,1.322800752091193299e-01,-6.891962208486702712e-01
1.860000000000000098e+00,1.335232766705496954e-01,-2.178578759812150878e+00
1.870000000000000107e+00,1.939553203080065236e-01,1.841136261311193123e-01
1.880000000000000115e+00,2.951059812835976071e-01,1.237295568735867546e+00
1.890000000000000124e+00,6.935433947029066848e-02,-6.352566125756288207e-01
1.900000000000000133e+00,2.180235738641515819e-01,1.749943473634670399e+00
1.910000000000000142e+00,2.191579664242947478e-01,-2.828914657011089684e+00
1.919999999999999929e+00,1.446085324876719702e-01,-9.016879562280175620e-01
1.929999999999999938e+00,2.711129424611449235e-01,6.550744736284448422e-01
1.939999999999999947e+00,1.980460274880339322e-01,-5.832893688864030368e-01
1.949999999999999956e+00,1.764095202734409507e-01,-4.341894406313666188e+00
1.959999999999999964e+00,1.692839580754869899e-01,1.170625550944837556e+00
1.969999999999999973e+00,2.220307203546189045e-01,-2.667623500964789951e+00
1.979999999999999982e+00,1.764646498602371327e-01,1.672473324067348610e+00
1.989999999999999991e+00,1.412187632744804910e-01,4.616303484276775393e+00
2.000000000000000000e+00,2.064267531392226518e-01,-1.280772993645407365e-01
2.010000000000000231e+00,2.459357631886397444e-01,-5.352881919065917593e+00
2.020000000000000018e+00,1.720312547238817824e-01,1.197438032430740540e+00
2.030000000000000249e+00,2.063212623952166425e-01,-4.688959356078403751e+00
2.040000000000000036e+00,2.185542979432185395e-01,1.103110352475167311e+00
2.049999999999999822e+00,1.698436866399938017e-01,-4.654805157057385623e-01
2.060000000000000053e+00,1.982926015299858735e-01,1.313472525348012621e+00
2.069999999999999840e+00,2.236652182887981510e-01,3.372421465512259076e+00
2.080000000000000071e+00,1.594327796484599213e-01,-3.055694533197725438e+00
2.089999999999999858e+00,1.557116628145652215e-01,1.213821583389091074e+00
2.100000000000000089e+00,1.715376977998472330e-01,-1.661162461211173724e+00
2.109999999999999876e+00,2.003820349703100967e-01,3.782842484533154304e-01
2.120000000000000107e+00,2.410033384808070445e-01,-1.543890231338623353e+00
2.129999999999999893e+00,1.656461098061656756e-01,5.125683707722312743e-01
2.140000000000000124e+00,2.317432705821168837e-01,-1.772799368890566996e+00
2.149999999999999911e+00,1.931879273214777426e-01,-1.200939920099042935e+00
2.160000000000000142e+00,1.732201838915547187e-01,7.976806856087745867e-01
2.169999999999999929e+00,2.073104306185939161e-01,-2.373184042606551358e+00
2.180000000000000160e+00,2.494825207173593795e-01,-1.668907661752832672e+00
2.189999999999999947e+00,1.818829124927296703e-01,9.017710353145222957e-01
2.200000000000000178e+00,2.441633598661461790e-01,-1.217394762032123268e+00
2.209999999999999964e+00,2.038459894428560348e-01,7.077758679609327253e-01
2.220000000000000195e+00,2.958335446507931454e-01,-4.551726649429818083e-01
2.229999999999999982e+00,2.084281746352663889e-01,8.812764735381281023e-01
2.240000000000000213e+00,1.963683991081421332e-01,-6.713872156766879096e-01
2.250000000000000000e+00,2.089678680637065689e-01,1.402719698688800865e+00
2.260000000000000231e+00,2.590356851892643419e-01,-9.723785342060354830e-01
2.270000000000000018e+00,2.690865169313428340e-01,1.941014727222548419e+00
2.280000000000000249e+00,2.385832761926935108e-01,-2.730779971281298568e-01
2.290000000000000036e+00,2.152348580378719844e-01,-1.255921418923527932e+00
2.300000000000000266e+00,1.774464430278035465e-01,1.073098305466380298e+00
2.310000000000000053e+00,2.667087840284464995e-01,-1.714489539331428558e+00
2.319999999999999840e+00,2.172047890821714178e-01,3.938622934030489464e+00
2.330000000000000071e+00,2.899506041906527165e-01,6.503363378670573569e-01
2.339999999999999858e+00,2.162253659979834208e-01,-7.217862483928925155e-01
2.350000000000000089e+00,2.337862308062620409e-01,-1.191912506350966572e+00
2.359999999999999876e+00,2.223274166858340561e-01,1.840662395101169579e+00
2.370000000000000107e+00,1.646433919863407036e-01,7.323142166193559455e-02
2.379999999999999893e+00,2.908976812151916058e-01,-2.576764396727727835e+00
2.390000000000000124e+00,3.131855013897449913e-01,-1.165522633375558614e+00
2.399999999999999911e+00,2.622728749658999603e-01,3.503960731461840172e+00
2.410000000000000142e+00,3.030491445102752035e-01,-1.824314117513742284e+00
2.419999999999999929e+00,2.724243494064248483e-01,-8.576123653023954851e-01
2.430000000000000160e+00,1.957125892103611930e-01,-2.009909784766757745e+00
2.439999999999999947e+00,2.246010967440295325e-01,3.453110939483305941e-01
2.450000000000000178e+00,2.613661961246484533e-01,-1.835727927648797220e+00
2.459999999999999964e+00,2.284871971735772667e-01,7.901750361445296633e-01
2.470000000000000195e+00,2.698711228749447466e-01,1.428807111573285438e+00
2.479999999999999982e+00,2.748908601119788853e-01,8.961477265099973000e-01
2.490000000000000213e+00,1.842272473798539645e-01,-4.202105204533681082e+00
2.500000000000000000e+00,1.898512760209967454e-01,7.553491817107610418e-01
2.510000000000000231e+00,2.667661648482690939e-01,1.149161664655463877e+00
2.520000000000000018e+00,2.262085326165837185e-01,-1.023186390614571506e+00
2.530000000000000249e+00,2.753211561667837648e-01,1.421643583802154921e-02
2.540000000000000036e+00,2.680676549857420876e-01,-3.677825294407675583e-01
2.550000000000000266e+00,2.848616994936007396e-01,2.451817538320211654e+00
2.560000000000000053e+00,3.226367492704534934e-01,3.456469947094382711e+00
2.569999999999999840e+00,2.463505824069297523e-01,3.943767460466397701e+00
2.580000000000000071e+00,2.495644320499987578e-01,3.336130482275097009e-01
2.589999999999999858e+00,2.716428137574636303e-01,5.884099529320454547e-01
2.600000000000000089e+00,2.832060089076367526e-01,-6.438352878346051966e-01
2.609999999999999876e+00,2.571867394964129638e-01,-8.452094648169541369e-01
2.620000000000000107e+00,1.652230642508820124e-01,-2.982937401285557844e+00
2.629999999999999893e+00,3.378200791555832083e-01,6.988004978691539915e-01
2.640000000000000124e+00,2.745544796783970787e-01,2.377626826005066363e+00
2.649999999999999911e+00,2.016826364994100396e-01,9.633601694632305534e-01
2.660000000000000142e+00,2.778992226852377567e-01,-9.738017081572601930e-01
2.669999999999999929e+00,2.739792884197232437e-01,-2.514706065127570778e+00
2.680000000000000160e+00,2.669520020041671882e-01,2.795933533892674294e+00
2.689999999999999947e+00,2.931707845015165681e-01,3.429981007818111993e-01
2.700000000000000178e+00,2.452054133631159649e-01,-4.981513891341928651e-02
2.709999999999999964e+00,3.120084819262564091e-01,2.893148722955253271e-01
2.720000000000000195e+00,2.740274312356097974e-01,9.660231190223768083e-01
2.729999999999999982e+00,2.118776922128169093e-01,-1.115065064543782292e+00
2.740000000000000213e+00,2.436107030871921819e-01,-6.499078319112427948e-01
2.750000000000000000e+00,2.768923732293927520e-01,-2.181649561706359375e+00
2.760000000000000231e+00,1.995010337775302567e-01,6.305300697036891888e-01
2.770000000000000018e+00,2.070631038531162149e-01,1.209747366479138719e+00
2.780000000000000249e+00,2.506864661358869095e-01,-1.480671428481848961e+00
2.790000000000000036e+00,2.519434019470352948e-01,-6.409924829550825987e-01
2.800000000000000266e+00,2.312556895050044137e-01,1.599680191825494646e-01
2.810000000000000053e+00,3.163515292391606004e-01,9.569793993199859211e-03
2.819999999999999840e+00,2.993216779126117166e-01,3.539600895960373084e-01
2.830000000000000071e+00,2.934788581433762644e-01,1.182156931525180310e+00
2.839999999999999858e+00,2.396546512769558157e-01,9.878069417104081706e-01
2.850000000000000089e+00,2.308191593359368576e-01,-1.570696431338249877e+00
2.859999999999999876e+00,2.577217499876333640e-01,2.694235354805944116e+00
2.870000000000000107e+00,2.827542925423824349e-01,1.692321867845652195e+00
2.879999999999999893e+00,3.383913527738167115e-01,1.788232155362304843e-01
2.890000000000000124e+00,3.597937013485251190e-01,-2.343933704855407196e+00
2.899999999999999911e+00,2.927686966576030780e-01,-1.283250047998630627e+00
2.910000000000000142e+00,3.620229050236365986e-01,1.056045064541028422e+00
2.919999999999999929e+00,3.126909182752317107e-01,-1.162588880554109361e+00
2.930000000000000160e+00,3.186835516109023381e-01,3.187370586131875960e+00
2.939999999999999947e+00,3.005263286834184422e-01,1.286090084631472674e+00
2.950000000000000178e+00,2.733997107212053912e-01,1.013882462088606384e-01
2.959999999999999964e+00,1.978121776357178452e-01,3.273105748873236243e-01
2.970000000000000195e+00,2.750620845327085839e-01,3.198503607623133238e-01
2.979999999999999982e+00,2.628311725008211086e-01,-8.857694344702392586e-01
2.990000000000000213e+00,2.843438483260252725e-01,-1.660481666642359411e+00
3.000000000000000000e+00,3.628165351685549433e-01,-9.917661455837877282e-01
3.010000000000000231e+00,2.748664983458420918e-01,2.851266987593741309e+00
3.020000000000000018e+00,2.962286189638999589e-01,3.121025335599212802e+00
3.030000000000000249e+00,3.024240789502853910e-01,-4.121238710057403054e+00
3.040000000000000036e+00,3.131360809667987355e-01,3.906106584769578061e-01
3.050000000000000266e+00,2.753204051653322937e-01,1.940152312557748449e+00
3.060000000000000053e+00,3.326464753687495834e-01,-1.513719463702442924e+00
3.070000000000000284e+00,3.796505565557630191e-01,1.047986116771735254e+00
3.080000000000000071e+00,3.092110552826957681e-01,4.999552415756915863e-02
3.089999999999999858e+00,3.445141879022992071e-01,1.810508161446209741e+00
3.100000000000000089e+00,3.346743893004440751e-01,1.009041888858170255e+00
3.109999999999999876e+00,3.333760134106923401e-01,1.289838570059507195e+00
3.120000000000000107e+00,3.152223110378480353e-01,1.895104611501012004e-01
3.129999999999999893e+00,2.892240058941400460e-01,3.203790685238790958e-01
3.140000000000000124e+00,3.009640279378760219e-01,-4.978674094242357406e-01
3.149999999999999911e+00,2.976587430405205903e-01,-5.475957773975465015e-01
3.160000000000000142e+00,2.850293187593604394e-01,1.046175562819715132e+00
3.169999999999999929e+00,2.690336883841616400e-01,1.466309049707974932e+00
3.180000000000000160e+00,4.030772362940887033e-01,2.814162819328931975e-01
3.189999999999999947e+00,3.182321375521420248e-01,-2.585875261391072044e+00
3.200000000000000178e+00,2.806230889947690099e-01,-7.986168767934928026e-01
3.209999999999999964e+00,3.797518342220181364e-01,-2.542895766009291236e+00
3.220000000000000195e+00,2.272726454438074584e-01,-3.306324573414912482e+00
3.229999999999999982e+00,3.083088446868132437e-01,1.813575929777662354e+00
3.240000000000000213e+00,2.745999400838128879e-01,-1.976149249451373269e+00
3.250000000000000000e+00,2.488825941041907241e-01,2.654384693850816213e+00
3.260000000000000231e+00,3.074411707247514114e-01,-1.110196588878893165e+00
3.270000000000000018e+00,3.441783685640557033e-01,-6.935065724272599930e-01
3.280000000000000249e+00,3.347275396437974226e-01,1.395465900537302684e+00
3.290000000000000036e+00,2.835644650169513170e-01,1.413741238421979851e+00
3.300000000000000266e+00,4.010983963573628852e-01,7.002793323359994826e-01
3.310000000000000053e+00,3.415951446442717643e-01,1.131033139879930927e+00
3.320000000000000284e+00,3.078848634487638680e-01,5.843405621921251569e-01
3.330000000000000071e+00,3.966792993579599802e-01,1.042705413954541326e-02
3.339999999999999858e+00,3.083069838370636195e-01,3.437965606805200025e-01
3.350000000000000089e+00,3.187588602989415154e-01,-6.122544182574940486e-02
3.359999999999999876e+00,3.538367848115681058e-01,-1.132631685843048741e+00
3.370000000000000107e+00,3.203928198703048791e-01,3.477961148362687105e-01
3.379999999999999893e+00,3.491846960427321123e-01,4.051798909072503729e-01
3.390000000000000124e+00,3.648725055554442598e-01,-2.163730007537372657e+00
3.399999999999999911e+00,2.916487812487633668e-01,-1.700467951828696700e+00
3.410000000000000142e+00,2.584973517705517754e-01,1.235221707292237570e+00
3.419999999999999929e+00,3.319623406150772338e-01,2.134911595441456367e+00
3.430000000000000160e+00,3.711185571650272852e-01,-2.656789092592793874e-02
3.439999999999999947e+00,2.692788072280420941e-01,1.088081187185369947e+00
3.450000000000000178e+00,3.266125258023746536e-01,1.213072200149468483e+00
3.459999999999999964e+00,2.786912765444758411e-01,-3.189003940279964699e-01
3.470000000000000195e+00,3.514601806326063116e-01,1.168796060525330693e+00
3.479999999999999982e+00,3.514629263775877477e-01,-2.221630346192022820e+00
3.490000000000000213e+00,3.248083754673986023e-01,-6.147286415550630156e-01
3.500000000000000000e+00,3.638742131440531602e-01,1.222538193488406533e+00
3.510000000000000231e+00,3.166093269807183086e-01,9.630683956426558737e-03
3.520000000000000018e+00,3.582602079693188446e-01,1.264794870906653879e+00
3.530000000000000249e+00,3.463860041351125019e-01,3.466006476857560470e-01
3.540000000000000036e+00,3.390398180543937601e-01,9.314682935132944097e-01
3.550000000000000266e+00,3.842331855755869441e-01,5.642482667544281710e-02
3.560000000000000053e+00,3.787557890128558369e-01,4.255581733121462928e-01
3.570000000000000284e+00,3.611084995755888816e-01,-4.446681343179474388e-01
3.580000000000000071e+00,3.135660003275855257e-01,-1.282914366681395579e+00
3.589999999999999858e+00,3.256882079531651097e-01,-2.641572548250622265e+00
3.600000000000000089e+00,3.629544214091275367e-01,-1.608421678427984114e+00
3.609999999999999876e+00,3.232587798051855810e-01,1.448026003715524590e+00
3.620000000000000107e+00,2.706079730292094698e-01,1.050968494511345330e+00
3.629999999999999893e+00,4.405450459715846145e-01,-6.175265963817000436e-01
3.640000000000000124e+00,3.167900165647735133e-01,-1.901638175438648659e+00
3.649999999999999911e+00,3.276086525038451880e-01,1.229069567548646047e+00
3.660000000000000142e+00,3.202940959568708057e-01,-9.296129851509723485e-01
3.669999999999999929e+00,3.005601767230481336e-01,2.269284208353079979e+00
3.680000000000000160e+00,3.692587067471402307e-01,3.496779228911831017e-01
3.689999999999999947e+00,3.197345636343664754e-01,2.523470225604773631e-01
3.700000000000000178e+00,4.090063694323847754e-01,-2.752004294714176513e+00
3.709999999999999964e+00,2.987693492276174423e-01,-3.082543988550910719e+00
3.720000000000000195e+00,3.573182656762429743e-01,1.929999253851689911e+00
3.729999999999999982e+00,4.684369531805230302e-01,-4.179180870591758246e-01
3.740000000000000213e+00,3.677596038908436116e-01,-1.568885243347006575e-01
3.750000000000000000e+00,4.052281851505202259e-01,-2.181602658875746670e+00
3.760000000000000231e+00,3.796430549192035819e-01,-1.278655257878025031e+00
3.770000000000000018e+00,4.107484891146520600e-01,-4.884620516877862251e-01
3.780000000000000249e+00,3.234749077203668555e-01,-3.128230021936120320e-01
3.790000000000000036e+00,3.784042720716795372e-01,8.336740445465026239e-01
3.800000000000000266e+00,3.114349205851205116e-01,-9.046069456953650390e-01
3.810000000000000053e+00,3.863815129951641558e-01,7.711370330732592038e-01
3.820000000000000284e+00,4.386215332758374164e-01,4.208834839428059915e+00
